	ArticleNo	RawParagraph	Prediction
2836	105.0	"Κατανομή σε Κατηγορίες
1. H εισαγωγή των πρωτοετών σπουδαστών στη σχολή, 
γίνεται σύμφωνα με την εκάστοτε ισχύουσα νομοθεσία 
του ΥΠΕΠΘ, που αφορά στην πρόσβαση της τριτοβάθμιας εκπαίδευσης, στις κατηγορίες όπλα σώματα."	Irrelevant
2837	105.0	"2. Οι σπουδαστές κατά τη διάρκεια της φοίτησής τους 
και σύμφωνα με τις ισχύουσες διατάξεις, κατανέμονται 
όπως παρακάτω:"	Org
2838	105.0	"α. Εντός δύο (2) μηνών από την κατάταξή των, σε 
διοικητικούς – τεχνικούς."	Org
2839	105.0	"β. Πριν την έναρξη του τελευταίου έτους εκπαίδευσης, 
οι τεχνικοί σπουδαστές των όπλων σωμάτων, στα 
αντίστοιχα όπλα σώματα και ειδικότητες."	Org
2840	105.0	"γ. Στο τέλος του τελευταίου έτους εκπαίδευσης, οι 
διοικητικοί σπουδαστές (όπλων σωμάτ"	Org
2841	105.0	ων), στα αντίστοιχα όπλα σώματα.	Irrelevant
2842	105.0	"3. Οι κατανομές βασίζονται στη σειρά εισαγωγής στη 
σχολή, για την κατάταξη όλων των σπουδαστών σε 
διοικητικούς – τεχνικούς, στη σειρά προαγωγής από το 
πρώτο (1ο) στο δεύτερο (2ο) έτος για την κατανομή των 
τεχνικών σπουδαστών όπλων σωμάτων στα επί μέρους 
στοιχεία όπλων σωμάτων και ειδικότητες, στη σειρά 
αποφοίτησης για την κατανομή των διοικητικών σπουδαστών (όπλων σωμάτ"	RespA
2843	105.0	"ων) στα επί μέρους στοιχεία 
όπλων σωμάτων. Οι χρόνοι κατανομής, καθορίζονται 
στο γενικό πρόγραμμα εκπαιδεύσεως."	RespA
2844	105.0	"4. Η διαδικασία που ακολουθείται για τις κατανομές, 
περιγράφεται παρακάτω:"	Org
2845	105.0	"α. Η διεύθυνση οργανώσεως του ΓΕΣ καθορίζει τον 
αριθμό που πρέπει να κατανεμηθεί στις διάφορες κατηγορίες και η διεύθυνση εκπαιδεύσεως του ΓΕΣ κοινοποιεί τα μέτρα επιλογής στη σχολή που είναι έξι, δηλαδή 
επτάδα έως δωδεκάδα και την κατανομή θέσεων σε 
κάθε επιλογική ομάδα."	Org
2846	105.0	"β. Η κατανομή βασίζεται στις θέσεις που έχει κάθε 
επιλογική ομάδα, στη σειρά αρχαιότητας που έχει ο 
σπουδαστής εντός της επιλογικής ομάδας και την προτίμησή του."	Org
2847	105.0	"γ. Με την ημερήσια διαταγή της σχολής, συγκροτείται 
επιτροπή με πρόεδρο το διευθυντή σπουδών και μέλη 
το διευθυντή του γραφείου επιχειρήσεων−ασφαλείας, 
τους διοικητές των ταγμάτων σπουδαστών και τους 
σπουδαστές επιλοχίες όλων των λόχων, η οποία:"	Org
2848	105.0	(1) Συγκεντρώνει τους σπουδαστές σε κατάλληλη αίθουσα και κοινοποιεί τη σειρά επιτυχίας τους.	Irrelevant
2849	105.0	"(2) Τοποθετεί μετά από έλεγχο, μέσα σε κληρωτίδα τα 
επιλογικά μέτρα τα οποία είναι 6, δηλαδή 7 έως 12."	Irrelevant
2850	105.0	(3) Καθορίζει με κλήρωση από το σύνολο των σπουδαστών, αυτόν που θα προβεί στην κλήρωση του επιλογικού μέτρου.	Irrelevant
2851	105.0	"(4) Κοινοποιεί την επιλογική ομάδα, στην οποία ανήκει 
ο κάθε σπουδαστής, βάση της σειράς επιτυχίας και του 
επιλογικού μέτρου που κληρώθηκε."	Irrelevant
2852	105.0	"(5) Κατανέμει τους σπουδαστές στις θέσεις, όπως 
παρακάτω:"	Irrelevant
2853	105.0	"(α) Καλεί τον πρώτο κατά σειρά επιτυχίας της πρώτης 
(1"	Irrelevant
2854	105.0	"ης) επιλογικής ομάδας, ο οποίος δηλώνει την προτίμηση του από τις υπάρχουσες επιλογές στην ομάδα, 
καταλαμβάνει αυτή και υπογράφει στον πίνακα κατανομής."	Irrelevant
2855	105.0	"(β) Ο δεύτερος της πρώτης επιλογικής ομάδας, προσκαλούμενος στη συνέχεια δηλώνει την προτίμησή του 
από τις υπόλοιπες επιλογές, καταλαμβάνει αυτή και 
υπογράφει στον πίνακα κατανομής."	Irrelevant
2856	105.0	"(γ) Με όμοιο τρόπο καλύπτονται οι υπόλοιπες θέσεις 
της επιλογικής ομάδας."	Irrelevant
2857	105.0	(δ) Το ίδιο εφαρμόζεται για όλες τις επιλογικές ομάδες.	Irrelevant
2858	105.0	"(6) Συντάσσει πίνακα κατανομής, τον οποίο αφού θεωρήσει ο διοικητής της σχολής, τον υποβάλλει στο ΓΕΣ 
για κύρωση."	Irrelevant
2859	106.0	"Πίνακες Αποτελεσμάτων
1. Το τελευταίο έτος εκπαίδευσης αρχίζει περί το μήνα 
Σεπτέμβριο κάθε έτους."	Irrelevant
2860	106.0	"α. Όταν τελειώσουν οι εξετάσεις του τελευταίου έτους 
εκπαίδευσης, η διεύθυνση σπουδών εκτελεί τα παρακάτω:"	Irrelevant
2861	106.0	"(1) Καταχωρεί τη βαθμολογία στα τηρούμενα βαθμολόγια όλων των μαθημάτων και τις καρτέλες βαθμολογίας, εξάγοντας το σύνολο των μορίων που πέτυχε 
κάθε σπουδαστής."	Irrelevant
2862	106.0	"(2) Με βάση το σύνολο των μορίων όλων των ετών 
εκπαίδευσης, εξάγει τη γενική σειρά αποφοίτησης των 
σπουδαστών, χωριστά για κάθε κατηγορία (δηλαδή 
όπλα – σώματα και διοικητικοί τεχνικοί) και συντάσσει 
τους αντίστοιχους πίνακες."	Irrelevant
2863	106.0	"β. Το γραφείο επιχειρήσεων και ασφαλείας με βάση 
την παραπάνω σειρά αποφοίτησης, διενεργεί την κατανομή των σπουδαστών στα επί μέρους στοιχεία όπλων 
σωμάτων και υποβάλλει τους πίνακες προς κύρωση 
στο ΓΕΣ."	Org
2864	106.0	2. Όταν τελειώσουν οι εξετάσεις του πρώτου (1	Org
2865	106.0	"ου) 
έτους εκπαίδευσης, η διεύθυνση σπουδών εκτελεί τα 
παρακάτω:"	Irrelevant
2866	106.0	"α. Καταχωρεί τη βαθμολογία, στα τηρούμενα βαθμολόγια όλων των μαθημάτων και στις καρτέλες βαθμολογίας, εξάγοντας το σύνολο των μορίων που πέτυχε 
κάθε σπουδαστής."	Org
2867	106.0	β. Καθορίζει την αρχαιότητα κατά κατηγορία σπουδαστών (από τη σειρά επιτυχί	Org
2868	106.0	ας) και συντάσσει πίνακες που αφορούν στους σπουδαστές του πρώτου (1	RespA
2869	106.0	"ου) 
έτους σε δύο (2) αντίτυπα."	RespA
2870	106.0	3. Οι σπουδαστές που κρίθηκαν επανεξεταστέοι:	Org
2871	106.0	α. Του πρώτου (1	Org
2872	106.0	"ου) έτους, επανεξετάζονται μία (1) 
φορά και από αυτούς όσοι:"	Irrelevant
2873	106.0	(1) Επιτύχουν, προάγονται στο επόμενο έτος.	Irrelevant
2874	106.0	(2) Αποτύχουν, παραμένουν στο ίδιο έτος.	Irrelevant
2875	106.0	β. Του δευτέρου (2	Org
2876	106.0	"ου) έτους, επανεξετάζονται μία (1) 
φορά μέσα σε πέντε (5) ημέρες από τότε που θα εξαχθούν τ’ αποτελέσματα και από αυτούς όσοι:"	Irrelevant
2877	106.0	(1) Επιτύχουν, ονομάζονται μόνιμοι υπαξιωματικοί.	Irrelevant
2878	106.0	"(2) Αποτύχουν, παραμένουν στην ίδια τάξη, πλην αυτών 
που παραμένουν για δεύτερη (2η) φορά στο ίδιο έτος 
σπουδών και οι οποίοι αποβάλλονται από τη σχολή."	Irrelevant
2879	107.0	"Επιστράτευση
1. Σε περίπτωση εμπόλεμης κατάστασης ή γενικής 
επιστράτευσης, ο κ. ΥΕΘΑ με απόφασή του μπορεί να 
διακόψει την εκπαίδευση των σπουδαστών ή να τη συντομεύσει ή ν’ αποφασίσει την επανάληψη της εκπαίδευσης, ενώ θα διαρκεί η επιστράτευση."	Irrelevant
2880	107.0	2. Σε περίπτωση επιστράτευσης εφαρμόζεται το σχέδιο «ΣΠΟΥΔΑΣΤΗΣ» του ΓΕΣ.	Org
2881	107.0	"3. Με την εφαρμογή του παραπάνω σχεδίου, οι αλλοδαποί σπουδαστές της σχολής, προωθούνται στις 
πρεσβείες των χωρών τους."	Org
2882	108.0	"Είδη Ποινών
ΠΟΙΝΕΣ ΑΔΕΙΕΣ ΣΠΟΥΔΑΣΤΩΝ
1. Οι ποινές που επιβάλλονται στους σπουδαστές είναι:"	Org
2883	108.0	α Στέρηση εξόδου.	Org
2884	108.0	β. Περιορισμός.	Org
2885	108.0	γ. Κράτηση.	Org
2886	108.0	δ. Φυλάκιση.	Org
2887	108.0	ε. Αυστηρή φυλάκιση.	Org
2888	108.0	στ. Αποβολή από τη σχολή.	Org
2889	108.0	"2. Η στέρηση εξόδου επιβάλλεται για μη έγκαιρη επάνοδο από άδεια εξόδου και για ελαφρά παραπτώματα, που έγιναν από σπουδαστή κατά τη διάρκεια της 
άδειάς του ή για αμέλεια ή για ανεπαρκή απόδοση στα 
μαθήματα."	Org
2890	108.0	"3. Ο περιορισμός επιβάλλεται για αμέλεια προς την 
καθαριότητα και τον κανονικό τρόπο που φέρεται η 
στολή, για αμέλεια προς τη συντήρηση του ιματισμού, 
οπλισμού, των άλλων δημοσίων ειδών και γενικά για 
ελαφρές υπηρεσιακές παραλείψεις."	Org
2891	108.0	"4. Η κράτηση επιβάλλεται για παραπτώματα που 
έχουν σχέση με την υπηρεσία, πειθαρχία, τάξη και συμπεριφορά, όπως και για τα παραπτώματα που επιβάλλεται ο περιορισμός και παρουσιάζουν μεγαλύτερη 
σοβαρότητα."	Org
2892	108.0	"5. Η φυλάκιση επιβάλλεται για παραπτώματα επαναλαμβανόμενα ή για σοβαρά παραπτώματα περί την 
πειθαρχία ή υπηρεσία."	Org
2893	108.0	"6. Η αυστηρή φυλάκιση επιβάλλεται για σοβαρότερα 
παραπτώματα, περί την πειθαρχία ή υπηρεσία ή τη ροπή 
προς αξιόποινες πράξεις."	Org
2894	108.0	"7. Η αποβολή από τη σχολή επιβάλλεται για τις αιτίες, 
που καθορίζονται στο άρθρο 113 παράγραφος 3 του 
παρόντος."	Org
2895	109.0	"Δικαιοδοσία Επιβολής Ποινών
1. Για κάθε παράπτωμα μόνο μία ποινή επιβάλλεται."	Org
2896	109.0	2. Η δικαιοδοσία επιβολής ποινών φαίνεται στον παρακάτω πίνακα.	Org
2897	109.0	"ΠΕΙΘΑΡΧΙΚΗ ΔΙΚΑΙΟΔΟΣΙΑ ΕΠΙ ΣΠΟΥΔΑΣΤΩΝ
ΗΜΕΡΕΣ ΠΟΙΝΗΣ
ΠΕΡΙΟΡΙΣΜΟΣ ΚΡΑΤΗΣΗ ΦΥΛΑΚΙΣΗ ΑΥΣΤΗΡΗ 
ΦΥΛΑΚ."	Irrelevant
2898	109.0	"60 (α)
Α/Α
ΚΛΙΜΑΚΑ ΔΙΟΙΚΗΣΕΩΣ
ΣΤΕΡΗΣΗ 
ΕΞΟΔ."	Irrelevant
2899	109.0	"Υπουργός Εθνικής Άμυνας 
1."	Irrelevant
2900	109.0	"2. Αρχηγός ΓΕΣ
3. Διοικητής Σχολής
4."	Irrelevant
2901	109.0	"5. Διοικητής Τάγματος
6. Αξιωματικοί Εκπαιδευτές
Υποδιοικητής
α. Ανώτεροι
β. Κατώτεροι
7. Διοικητές Λόχων
8. Αξιωματικοί Επιτηρητές
9. Διμοιρίτες
6
3
2
40
15
8
60
60
40
15
6
60
50
25
10
5
4
2
4
4
2
4
2
4
4
2
ΠΑΡ/ΣΕΙΣ
α. Μετά από 
πρόταση που 
υποβάλλεται 
ιεραρχικά ή 
και αυτεπάγγελτα."	Irrelevant
2902	109.0	"3. Οι λοιποί διδάσκοντες στη σχολή, καθηγητές ή εν 
αποστρατεία αξιωματικοί, αναφέρουν κάθε παράπτωμα 
των σπουδαστών εγγράφως, επί του υποβαλλόμενου 
καθημερινά, στη διεύθυνση σπουδών φύλλου αναφορών 
και αιτήσεων από τον αρχηγό τμήματος, προκειμένου 
να ελεγχθούν από τη σχολή."	Irrelevant
2903	109.0	"4. Οι αξιωματικοί των Ενόπλων Δυνάμεων (ΕΔ) δεν 
έχουν δικαίωμα επιβολής ποινής στους σπουδαστές 
που τελούν σε άδεια και υποπίπτουν σε παράπτωμα, 
αλλά αναφέρουν το συμβάν στη σχολή για τον προβλεπόμενο έλεγχο."	Irrelevant
2904	109.0	"5. Οι υπαξιωματικοί εκπαιδευτές και οι βαθμοφόροι 
σπουδαστές, έχουν δικαίωμα και υποχρέωση, να αναφέρουν παραπτώματα σπουδαστών και των δύο (2) ετών 
στον αξιωματικό επιτηρητή ή το διοικητή του λόχου, 
ανάλογα με την περίπτωση."	Irrelevant
2905	109.0	"6. Οι μη βαθμοφόροι σπουδαστές του τελευταίου 
έτους, δύνανται να αναφέρουν παραπτώματα σπουδαστών πρώτου (1"	Irrelevant
2906	109.0	ου) έτους όπως ανωτέρω.	Irrelevant
2907	109.0	"7. Ο αξιωματικός επιτηρητής ή οι διοικητές λόχων, 
προς τους οποίους γίνονται οι αναφορές, αξιολογούν 
τα παραπτώματα και επιβάλλουν ποινές ή προτείνουν 
για την αναφορά διοικήσεως τους σπουδαστές, που τα 
παραπτώματά τους είναι σοβαρά και η ποινή που πρέπει 
να επιβληθεί, υπερβαίνει τη δική τους δικαιοδοσία."	Org
2908	110.0	"Αφαίρεση Διοίκησης
1. Η αφαίρεση διοίκησης δεν είναι πειθαρχική ποινή 
αλλά διοικητικό μέτρο."	Org
2909	110.0	"2. Η αφαίρεση διοίκησης των σπουδαστών, που είναι 
βαθμοφόροι, αποφασίζεται από τη διοίκηση της σχολής, 
σε περίπτωση που κρίνει ότι, λόγω μίας ή περισσοτέρων σοβαρών ποινών για πειθαρχικά παραπτώματα, 
έχει κλονισθεί το κύρος τους απέναντι σ’ αυτούς που 
διοικούν ή η εμπιστοσύνη της σχολής στις δυνατότητες αυτών για αποτελεσματική διαπαιδαγώγηση των 
κατωτέρων τους."	Org
2910	110.0	"3. Η αφαίρεση της διοίκησης κοινοποιείται με την 
ημερήσια διαταγή της σχολής."	Org
2911	110.0	4. Ο σπουδαστής, που απαλλάσσεται από τα καθήκοντα του βαθμού του, μετατίθεται σε άλλο λόχο σπουδαστών.	Org
2912	110.0	"5. Για τη συμπλήρωση του αριθμού των βαθμοφόρων 
στο λόχο, που ήταν ο σπουδαστής ο οποίος απαλλάχτηκε από τα καθήκοντά του, ανατίθενται καθήκοντα 
βαθμοφόρου στον αρχαιότερο μη βαθμοφόρο σπουδαστή του λόχου, χωρίς όμως να του απονέμεται και ο 
αντίστοιχος βαθμός. Οι αναγκαίες μεταβολές γίνονται 
μέσα στο λόχο για να διεξάγεται ομαλά η εσωτερική 
υπηρεσία."	Org
2913	110.0	"6. Η αφαίρεση της διοίκησης δεν έχει επίδραση στη 
διαγωγή των σπουδαστών, αλλά στην αξιολόγηση των 
στρατιωτικών προσόντων."	Org
2914	111.0	"Έκτιση Ποινών Συνέπειες
1. Η στέρηση εξόδου προβλέπει την παραμονή του 
σπουδαστή στη σχολή τόσες ημέρες εξόδου, όσες και 
οι στερήσεις εξόδου, που του επιβλήθηκαν."	Org
2915	111.0	2. Ο περιορισμός προβλέπει την παραμονή του σπουδαστή, κατά τις ώρες ανάπαυσης, στο θάλαμο.	Org
2916	111.0	"3. Η κράτηση και η απλή φυλάκιση προβλέπουν την 
παραμονή του σπουδαστή στο θάλαμο, δίχως να απαλλάσσεται από καμία υπηρεσία ή εκπαίδευση, ενώ απαγορεύεται η συμμετοχή του σε ψυχαγωγικές συγκεντρώσεις."	Org
2917	111.0	"4. Η αυστηρή φυλάκιση προβλέπει την παραμονή του 
σπουδαστή καθ’ όλη τη διάρκεια της ποινής του στο 
πειθαρχείο της σχολής. Οι σπουδαστές που είναι τιμωρημένοι με αυστηρή φυλάκιση:"	Org
2918	111.0	"α. Εξέρχονται, τις αργίες, από το πειθαρχείο δύο (2) 
φορές την ημέρα για μία (1) ώρα (ο ακριβής χρόνος 
καθορίζεται με διαταγή της σχολής)."	Org
2919	111.0	"β.Εξέρχονται, τις εργάσιμες ημέρες, από το πειθαρχείο κατά τη διάρκεια της πρωινής εκπαίδευσης και 
συμμετέχουν σ’ αυτή."	Org
2920	111.0	γ. Έχουν μαζί τους εκπαιδευτικά βοηθήματα για μεδ. Απαγορεύεται να έρχονται σε επαφή με το προσωπικό της σχολής.	Org
2921	111.0	ε. Κάθε αίτησή τους τη διαβιβάζουν με το δεσμοφύλέτη.	Org
2922	111.0	"λακα.
5. Η έκτιση της ποινής αρχίζει από τη στιγμή που 
επιβάλλεται, λογίζεται από την ώρα του πρωινού προσκλητηρίου της ίδιας ημέρας και λήγει την ημέρα που 
συμπληρώνεται ο αριθμός των ημερών της ποινής. Η 
κοινοποίηση της ποινής γίνεται με την ημερήσια διαταγή 
της σχολής."	Org
2923	111.0	"6. Οι ποινές εκτίονται αθροιστικά και χωρίς διακοπή, 
με εξαίρεση τη στέρηση εξόδου, που υπολογίζεται με 
βάση τις ημέρες που οι σπουδαστές έχουν έξοδο, ανεξάρτητα ωρών εξόδου."	Org
2924	111.0	"7. Ο σπουδαστής που είναι τιμωρημένος, διακόπτει 
την έκτιση της ποινής του όταν:"	Org
2925	111.0	"α. Νοσηλεύεται στο αναρρωτήριο της μονάδας ή στο 
νοσοκομείο."	Org
2926	111.0	β. Ευρίσκεται σε αναρρωτική άδεια.	Org
2927	111.0	"γ. Κριθεί ελεύθερος υπηρεσίας από τον ιατρό της 
σχολής. ’Όταν τελειώσει ο χρόνος των ανωτέρω ειδικών 
καταστάσεων, εκτίει το υπόλοιπο της ποινής του."	Org
2928	111.0	8. Οι επιπτώσεις των ποινών στη βαθμολογία της διαγωγής, καθορίζονται στο άρθρο 102 του παρόντος.	Org
2929	111.0	"9. Οι τιμωρημένοι με οποιαδήποτε ποινή σπουδαστές, 
εκτός από αυτούς που είναι τιμωρημένοι με αυστηρή 
φυλάκιση, παρακολουθούν τα μαθήματα, τις ασκήσεις 
και τη μελέτη, κανονικά. Οι τιμωρημένοι με αυστηρή 
φυλάκιση παρακολουθούν μόνο τα μαθήματα της πρωινής εκπαίδευσης."	Org
2930	111.0	"10. Οι ποινές εκτίονται κατά τη σειρά, αυστηρή φυλάκιση, φυλάκιση, κράτηση, περιορισμός, άσχετα με το 
χρόνο επιβολής τους."	Org
2931	111.0	"11. Τα αιτιολογικά των ποινών επιδρούν σοβαρά και 
λαμβάνονται υπόψη κατά τη βαθμολογία των στρατιωτικών προσόντων."	Org
2932	112.0	"Πειθαρχείο
1. Οι σπουδαστές που εγκλείονται στο πειθαρχείο 
παραλαμβάνουν μαζί τους τόσα κλινοσκεπάσματα, όσα 
ορίζονται με διαταγή της σχολής, ανάλογα με τις καιρικές συνθήκες που επικρατούν."	Org
2933	112.0	"2. Τους σπουδαστές που είναι στο πειθαρχείο, απαγορεύεται να επισκέπτονται άλλοι σπουδαστές για οποιαδήποτε αιτία, χωρίς την έγκριση του ανώτερου επόπτη 
επιφυλακής ασφαλείας (ΑΕΕΑ)."	Org
2934	112.0	"3. Τα κλειδιά του πειθαρχείου τηρεί ο δεσμοφύλακας, 
ο οποίος είναι υπεύθυνος για την τήρηση όλων των εκδοθεισών διαταγών από τη σχολή για το πειθαρχείο."	Org
2935	112.0	"4. Απαγορεύεται στους σπουδαστές που είναι στο 
πειθαρχείο, να έχουν μαζί τους τσιγάρα, σπίρτα, είδη 
φωτισμού, απαγορευμένα βιβλία και εφημερίδες."	Org
2936	112.0	"5. Κάθε πρωί και βράδυ ή οποιαδήποτε ώρα απαιτείται, ο δεσμοφύλακας αναφέρει στον ΑΕΕΑ οτιδήποτε 
παρατηρήθηκε κατά το χρόνο της υπηρεσίας του."	Org
2937	112.0	"6. Ο δεσμοφύλακας τηρεί βιβλίο πειθαρχείου, στο 
οποίο καταχωρεί το ονοματεπώνυμο του τιμωρημένου, την ημερομηνία, τον αριθμό απομονωτηρίου και 
διάφορες άλλες παρατηρήσεις."	Org
2938	112.0	"7. Απαγορεύεται η επίσκεψη σπουδαστών από ιδιώτες 
στο πειθαρχείο. Σε περίπτωση ανάγκης, με φροντίδα 
του ΑΕΕΑ, ο τιμωρημένος σπουδαστής, δέχεται επίσκεψη σε ειδικό χώρο (εντευκτήρ"	Org
2939	112.0	"ιο) και για περιορισμένο 
χρόνο."	Irrelevant
2940	112.0	"8. Απαγορεύεται ο εγκλεισμός οπλιτών στο πειθαρχείο της σχολής. Αυτό χρησιμοποιείται αποκλειστικά 
για τους σπουδαστές."	Irrelevant
2941	113.0	1. Σπουδαστής διαγράφεται από τη σχολή:	Irrelevant
2942	113.0	"α. Με την ημερήσια διαταγή της σχολής, αν υποβάλει 
παραίτηση μέχρι την ημέρα της ορκωμοσίας του. Στην 
περίπτωση αυτή, απαιτείται υπεύθυνη δήλωση του ίδιου 
και συγκατάθεση των ασκούντων ή του ασκούντος τη 
γονική μέριμνα κατόπιν δικαστικής απόφασης, εφόσον 
είναι ανήλικος."	Irrelevant
2943	113.0	"β. Με διαταγή του ΓΕΣ, αν υποβάλει παραίτηση μετά 
την ορκωμοσία του σε οποιοδήποτε στάδιο της φοίτησής του πριν την ονομασία του σε υπαξιωματικό [4 παρ. 2 του ν.δ. 2579/1953 (Α΄ 251), όπως αντικαταστάθηκε με την παρ. 2 του άρθρου 13 του ν. 3036/2002 (Α΄ 
171)]."	Irrelevant
2944	113.0	"2. Σπουδαστής απολύεται από τη σχολή με διαταγή 
του ΓΕΣ, λόγω σωματικής ανικανότητας ή ακαταλληλότητας, σύμφωνα με τις διατάξεις του διατάγματος περί 
εξετάσεως της σωματικής ικανότητας των σπουδαστών 
των στρατιωτικών σχολών, που ισχύει και κατόπιν γνωμοδότησης της Ανώτατης Στρατιωτικής Υγειονομικής Επιτροπής (ΑΣΥΕ). Σε περίπτωση που επιτυχών υποψήφιος 
είναι ασθενής, οφείλει να παρουσιασθεί στη σχολή την 
καθοριζόμενη ημερομηνία, θα εγγραφεί και θα αποσταλεί σε στρατιωτικό νοσοκομείο για θεραπεία, εφόσον η 
ασθένειά του προβλέπεται να αποκατασταθεί πλήρως σε 
χρόνο μικρότερο από τρεις (3) μήνες. Αν η αποκατάσταση 
της υγείας του προβλέπεται να διαρκέσει περισσότερο 
από τρεις (3) μήνες, κρίνεται ακατάλληλος για τη ΣΜΥ."	Irrelevant
2945	113.0	"Παραπέμπεται στη ΑΣΥΕ, η οποία γνωμοδοτεί για την 
διαγραφή του σπουδαστή από τη σχολή."	Irrelevant
2946	113.0	3. Σπουδαστής αποβάλλεται από τη σχολή:	Irrelevant
2947	113.0	"α. Με διαταγή του ΓΕΣ στις ακόλουθες περιπτώσεις 
(άρθρο 4 παρ.6 του ν.δ. 2579/1953), αν:"	Org
2948	113.0	(1) Αρνηθεί να ορκισθεί.	Irrelevant
2949	113.0	"(2) Αποτύχει για δεύτερη (2η) φορά στις προαγωγικές ή αποφοιτήριες εξετάσεις ή υποχρεωθεί να φοιτήσει στη σχολή για χρόνο περισσότερο από αυτόν 
που προβλέπεται στο αντίστοιχο άρθρο του παρόντος 
οργανισμού."	Irrelevant
2950	113.0	"(3) Μετά την ορκωμοσία του απουσιάσει τόσες ημέρες, όσες σε κάθε περίπτωση, προβλέπουν οι διατάξεις 
του Στρατιωτικού Ποινικού Κώδικα (ΣΠΚ) και κηρυχθεί 
λιποτάκτης, άσχετα με την ποινική δίωξη."	Irrelevant
2951	113.0	"(4) Πριν από την ορκωμοσία του απουσιάσει, συνολικά, αδικαιολόγητα επί δέκα (10) ημέρες συνέχεια ή 
διακεκομμένα."	Irrelevant
2952	113.0	β. Με διαταγή του Υπουργού Εθνικής Άμυνας [4 παρ. 7 ν.φ. 2579/1953 (Α΄ 251)]:	Org
2953	113.0	"(1) Λόγω καταδίκης, από τη στιγμή που θα καταστεί 
αμετάκλητη ή καταδικαστική απόφαση, για οποιαδήποτε 
έγκλημα, για το οποίο του επιβλήθηκε ποινή μεγαλύτερη 
των έξι (6) μηνών ή καταδίκης σε στέρηση των πολιτικών 
του δικαιωμάτων, μερική ή ολική."	Irrelevant
2954	113.0	(2) Γιατί υπέπεσε σε:	Irrelevant
2955	113.0	(α) Παραπτώματα που θίγουν τη στρατιωτική τιμή.	Irrelevant
2956	113.0	"(β) Βαριά παραπτώματα περί την υπηρεσία και την 
πειθαρχία."	Irrelevant
2957	113.0	"(γ) Πράξεις που δείχνουν ασυμβίβαστη ή αναξιοπρεπή 
προς την ιδιότητα και θέση του υπαξιωματικού διαγωγή."	Irrelevant
2958	113.0	"(δ) Παραπτώματα που υπερβαίνουν τους όρους των 
μικρότερων πειθαρχικών ποινών."	Irrelevant
2959	113.0	"(ε) Συνεχή παραπτώματα για τα οποία επιβλήθηκαν 
χωρίς αποτέλεσμα οι συνήθεις πειθαρχικές ποινές."	Irrelevant
2960	113.0	4. Για όλες τις περιπτώσεις της προηγούμενης παραγράφου 3β(2) του παρόντος άρθρου, απαιτείται η παραπομπή του σπουδαστή ενώπιον ανακριτικού συμβουλίου.	Org
2961	113.0	"Η γνωμοδότηση του πρωτοβάθμιου ανακριτικού συμβουλίου καθίσταται αμετάκλητος ενώπιον της διοίκησης, 
αν παρέλθουν οι προβλεπόμενοι χρονικοί περιορισμοί, 
σύμφωνα με το ισχύον προεδρικό διάταγμα."	RespA
2962	113.0	"5. Για τους απολυόμενους σπουδαστές λόγω υγείας, ο μετά την ορκωμοσία χρόνος φοιτήσεώς των στη 
σχολή, προσμετράται για κάλυψη της υποχρεώσεως 
θητείας ή εκγυμνάσεως, την οποία υπέχουν από το 
στρατολογικό νόμο."	Org
2963	114.0	"1. Στη σχολή συνιστάται πενταμελές Ανακριτικό Συμβούλιο το οποίο λειτουργεί ως Πρωτοβάθμιο Ανακριτικό 
Συμβούλιο του π.δ. 269/1993 (Α΄115) και συγκροτείται 
από τους:"	Irrelevant
2964	114.0	α. Υποδιοικητή της σχολής, ως πρόεδρο.	Irrelevant
2965	114.0	β. Διευθυντή σπουδών.	Irrelevant
2966	114.0	γ. Τους δύο (2) διοικητές ταγμάτων.	Irrelevant
2967	114.0	"δ. Τμηματάρχη τμήματος στρατιωτικού προσωπικού 
της διεύθυνσης προσωπικού και διοικητικής μέριμνας, 
ως τακτικά μέλη."	Irrelevant
2968	114.0	"2. Για την αναπλήρωση των τακτικών μελών σε περίπτωση απουσίας ή μονίμου κωλύματος, ορίζονται 
ισάριθμα ή περισσότερα αναπληρωματικά μέλη από 
αξιωματικούς της σχολής."	Org
2969	114.0	"3. Το μήνα Μάιο κάθε έτους, συγκροτείται με διαταγή 
της σχολής το πρωτοβάθμιο ανακριτικό συμβούλιο αυτής, με θητεία ενός έτους (ασκών την πειθαρχική δίωξη 
ο διοικητής της σχολής), με κοινοποίηση της διαταγής 
στο ΓΕΣ."	Org
2970	114.0	4. Εισηγητής του συμβουλίου είναι ο κατά βαθμό κατώτερος ή ο νεώτερος αξιωματικός από τα μέλη του.	Org
2971	114.0	"5. Τα προσόντα των μελών των ανακριτικού συμβουλίου και οι εξαιρέσεις τούτων, καθώς και η διαδικασία 
παραπομπής στο πρωτοβάθμιο ανακριτικό συμβούλιο, 
καθορίζονται στο π.δ. 269/1993 (Α΄ 115)."	Org
