"idx"	"ArticleNo"	"RawParagraph"	"Prediction"
604	17.0	ι. Κλάδος ΔΕ Προσωπικού Η/Υ: Δύο (2) θέσεις.	Positions
605	17.0	"ια. Κλάδος ΔΕ Ηλεκτρολογικών Εγκαταστάσεων: Μία 
Β. ΠΕΡΙΦΕΡΕΙΑΚΟ ΙΝΣΤΙΤΟΥΤΟ ΕΠΙΜΟΡΦΩΣΗΣ ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ (ΚΟΜΟΤΗΝΗ)."	Positions
606	17.0	"α. Κλάδος ΠΕ Διοικητικός−Οικονομικός: Δύο (2) θέσεις, 
εκ των οποίων η μία (1) είναι προσωποπαγής (παρ. 2 του π.δ. 57/2007)."	Positions
607	17.0	β. Κλάδος ΠΕ Πληροφορικής: Μία (1) θέση.	Positions
608	17.0	γ. Κλάδος ΤΕ Διοικητικού−Λογιστικού: Μία (1) θέση.	Positions
609	17.0	δ. Κλάδος ΔΕ Διοικητικού−Λογιστικού: Μία (1) θέση.	Positions
610	17.0	Γ. ΠΕΡΙΦΕΡΕΙΑΚΟ ΙΝΣΤΙΤΟΥΤΟ ΕΠΙΜΟΡΦΩΣΗΣ ΣΤΕΡΕΑΣ ΕΛΛΑΔΟΣ (ΛΑΜΙΑ).	RespA
611	17.0	α. Κλάδος ΠΕ Διοικητικός−Οικονομικός: Δύο (2) θέβ. Κλάδος ΠΕ Πληροφορικής: Μία (1) θέση.	Positions
612	17.0	γ. Κλάδος ΤΕ Διοικητικού−Λογιστικού: Μία (1) θέση.	Positions
613	17.0	δ. Κλάδος ΔΕ Διοικητικού−Λογιστικού: Τρεις (3) θέΔ. ΠΕΡΙΦΕΡΕΙΑΚΟ ΙΝΣΤΙΤΟΥΤΟ ΕΠΙΜΟΡΦΩΣΗΣ ΠΕΛΟΠΟΝΝΗΣΟΥ (ΤΡΙΠΟΛΗ).	Positions
614	17.0	"α. Κλάδος ΠΕ Διοικητικός−Οικονομικός: Δύο (2) θέσεις, 
εκ των οποίων η μία (1) είναι προσωποπαγής (παρ. 2 του π.δ. 57/2007)."	Positions
615	17.0	β. Κλάδος ΠΕ Πληροφορικής: Μία (1) θέση.	Positions
616	17.0	γ. Κλάδος ΤΕ Διοικητικού−Λογιστικού: Μία (1) θέση.	Positions
617	17.0	δ. Κλάδος ΔΕ Διοικητικού−Λογιστικού: Δυο (2) θέΕ. ΠΕΡΙΦΕΡΕΙΑΚΟ ΙΝΣΤΙΤΟΥΤΟ ΕΠΙΜΟΡΦΩΣΗΣ ΗΠΕΙΡΟΥ (ΙΩΑΝΝΙΝΑ).	Positions
618	17.0	α. Κλάδος ΠΕ Διοικητικός−Οικονομικός: Δύο (2) θέβ. Κλάδος ΠΕ Πληροφορικής: Μία (1) θέση.	Positions
619	17.0	γ. Κλάδος ΤΕ Διοικητικού−Λογιστικού: Μία (1) θέση.	Positions
620	17.0	δ. Κλάδος ΔΕ Διοικητικού−Λογιστικού: Τρεις (3) θέΣΤ. ΠΕΡΙΦΕΡΕΙΑΚΟ ΙΝΣΤΙΤΟΥΤΟ ΕΠΙΜΟΡΦΩΣΗΣ ΙΟΝΙΩΝ ΝΗΣΩΝ (ΚΕΡΚΥΡΑ).	Positions
621	17.0	α. Κλάδος ΠΕ Διοικητικός−Οικονομικός: Δύο (2) θέσεις.	Positions
622	17.0	"σεις.
σεις."	Positions
623	17.0	"σεις.
σεις."	Positions
624	17.0	"σεις.
σεις."	Positions
625	17.0	"σεις.
σεις."	Positions
626	17.0	ιβ. Κλάδος ΔΕ Τεχνικός με ειδικότητα Κτιριακών Εγκαταστάσεων: Τρεις (3) θέσεις.	Positions
627	17.0	ιγ. Κλάδος ΔΕ Τεχνικός με ειδικότητα Οδηγών Οχησεις.	Positions
628	17.0	"μάτων: Τρεις (3) θέσεις
β. Κλάδος ΠΕ Πληροφορικής: Μία (1) θέση."	Positions
629	17.0	γ. Κλάδος ΤΕ Διοικητικού−Λογιστικού: Μία (1) θέση.	Positions
630	17.0	"δ. Κλάδος ΔΕ Διοικητικού−Λογιστικού: Δύο (2) θέΖ. ΠΕΡΙΦΕΡΕΙΑΚΟ ΙΝΣΤΙΤΟΥΤΟ ΕΠΙΜΟΡΦΩΣΗΣ ΝΟΤΙΟΥ 
ιδ. Κλάδος ΥΕ Βοηθητικού Προσωπικού: Εννέα (9) θέΑΙΓΑΙΟΥ (ΕΡΜΟΥΠΟΛΗ)."	Positions
631	17.0	"σεις.
θέσεις."	Positions
632	17.0	(ν. 2738/1999).	Irrelevant
633	17.0	"σεις.
ιε. Κλάδος ΥΕ Προσωπικού Καθαριότητος: Πέντε (5) 
ιστ. Κλάδος ΥΕ Φυλάκων: Μία (1) προσωποπαγή θέση 
ιζ. Κλάδος ΥΕ Φυλάκων−Νυκτοφυλάκων: Δύο (2) θέΟι θέσεις των μονίμων υπαλλήλων ανά Περιφερειακό 
Ινστιτούτο Επιμόρφωσης του Εθνικού Κέντρου Δημόσιας 
Διοίκησης και Αυτοδιοίκησης έχουν ως κατωτέρω:"	Positions
634	17.0	Α. ΠΕΡΙΦΕΡΕΙΑΚΟ ΙΝΣΤΙΤΟΥΤΟ ΕΠΙΜΟΡΦΩΣΗΣ ΘΕΣΣΑΛΟΝΙΚΗΣ.	RespA
635	17.0	α. Κλάδος ΠΕ Διοικητικός−Οικονομικός: Τρεις (3) θέσεις, εκ των οποίων η μία (1) είναι προσωποπαγής (άρθρο 25 παρ. 2 του π.δ. 57/2007).	Positions
636	17.0	β. Κλάδος ΠΕ Πληροφορικής: Μία (1) θέση.	Positions
637	17.0	γ. Κλάδος ΤΕ Διοικητικού−Λογιστικού: Δύο (2) θέσεις.	Positions
638	17.0	"δ. Κλάδος ΔΕ Διοικητικού−Λογιστικού: Τέσσερις (4) 
θέσεις."	Positions
639	17.0	ε. Κλάδος ΔΕ Δακτυλογράφων: Δύο (2) θέσεις.	Positions
640	17.0	α. Κλάδος ΠΕ Διοικητικός−Οικονομικός: Τρεις (3) θέσεις, εκ των οποίων η μία (1) είναι προσωποπαγής (άρθρο 25 παρ. 2 του π.δ. 57/2007).	Positions
641	17.0	β. Κλάδος ΠΕ Πληροφορικής: Μία (1) θέση.	Positions
642	17.0	γ. Κλάδος ΤΕ Διοικητικού−Λογιστικού: Μία (1) θέση.	Positions
643	17.0	δ. Κλάδος ΔΕ Διοικητικού−Λογιστικού: Δύο (2) θέΗ. ΠΕΡΙΦΕΡΕΙΑΚΟ ΙΝΣΤΙΤΟΥΤΟ ΕΠΙΜΟΡΦΩΣΗΣ ΒΟΡΕΙΟΥ ΑΙΓΑΙΟΥ (ΜΥΤΙΛΗΝΗ).	Positions
644	17.0	α. Κλάδος ΠΕ Διοικητικός−Οικονομικός: Δύο (2) θέβ. Κλάδος ΠΕ Πληροφορικής: Μία (1) θέση.	Positions
645	17.0	γ. Κλάδος ΤΕ Διοικητικού−Λογιστικού: Μία (1) θέση.	Positions
646	17.0	δ. Κλάδος ΔΕ Διοικητικού−Λογιστικού: Δύο (2) θέΘ. ΠΕΡΙΦΕΡΕΙΑΚΟ ΙΝΣΤΙΤΟΥΤΟ ΕΠΙΜΟΡΦΩΣΗΣ ΚΡΗΤΗΣ (ΗΡΑΚΛΕΙΟ).	Positions
647	17.0	"α. Κλάδος ΠΕ Διοικητικός−Οικονομικός: Δύο (2) θέσεις, 
εκ των οποίων η μία (1) είναι προσωποπαγής (παρ. 2 του π.δ. 57/2007)."	Positions
648	17.0	β. Κλάδος ΠΕ Πληροφορικής: Μία (1) θέση.	Positions
649	17.0	γ. Κλάδος ΤΕ Διοικητικού−Λογιστικού: Δύο (2) θέσεις.	Positions
650	17.0	δ. Κλάδος ΔΕ Διοικητικού−Λογιστικού: Τρεις (3) θέΙ. ΠΕΡΙΦΕΡΕΙΑΚΟ ΙΝΣΤΙΤΟΥΤΟ ΕΠΙΜΟΡΦΩΣΗΣ ΘΕΣσεις.	Positions
651	17.0	ΣΑΛΙΑΣ (ΛΑΡΙΣΑ).	Irrelevant
652	17.0	α. Κλάδος ΠΕ Διοικητικός−Οικονομικός: Τρεις (3) θέσεις, εκ των οποίων η μία (1) είναι προσωποπαγής (άρθρο 25 παρ. 2 του π.δ. 57/2007).	Positions
653	17.0	β. Κλάδος ΠΕ Πληροφορικής: Μία (1) θέση.	Positions
654	17.0	γ. Κλάδος ΤΕ Διοικητικού−Λογιστικού: Μία (1) θέση.	Positions
655	17.0	δ. Κλάδος ΔΕ Διοικητικού−Λογιστικού: Τρεις (3) θέΙΑ. ΠΕΡΙΦΕΡΕΙΑΚΟ ΙΝΣΤΙΤΟΥΤΟ ΕΠΙΜΟΡΦΩΣΗΣ ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ (ΚΟΖΑΝΗ).	Positions
656	17.0	α. Κλάδος ΠΕ Διοικητικός−Οικονομικός: Δύο (2) θέβ. Κλάδος ΠΕ Πληροφορικής: Μία (1) θέση.	Positions
657	17.0	γ. Κλάδος ΤΕ Διοικητικού−Λογιστικού: Δύο (2) θέσεις.	Positions
658	17.0	δ. Κλάδος ΔΕ Διοικητικού−Λογιστικού: Τρεις (3) θέσεις.	Positions
659	17.0	"σεις.
σεις."	Positions
660	17.0	"σεις.
σεις."	Positions
661	17.0	ΙΒ. ΠΕΡΙΦΕΡΕΙΑΚΟ ΙΝΣΤΙΤΟΥΤΟ ΕΠΙΜΟΡΦΩΣΗΣ ΔΥΤΙΚΗΣ ΕΛΛΑΔΟΣ (ΠΑΤΡΑ).	RespA
662	17.0	α. Κλάδος ΠΕ Διοικητικός−Οικονομικός: Δύο (2) θέβ. Κλάδος ΠΕ Πληροφορικής: Μία (1) θέση.	Positions
663	17.0	γ. Κλάδος ΤΕ Διοικητικού−Λογιστικού: Δύο (2) θέσεις.	Positions
664	17.0	"δ. Κλάδος ΔΕ Διοικητικού−Λογιστικού: Τρεις (3) θέ2. Οι θέσεις προσωπικού, της παρ. 1 του παρόντος 
άρθρου, κατά κλάδο, κατατάσσονται στους προβλεπόμενους από το ν. 3528/2007 βαθμούς και είναι οργανικά 
ενιαίες από το βαθμό Δ΄ έως Α΄ για τις κατηγορίες ΠΕ, 
ΤΕ και ΔΕ και από το βαθμό Ε΄ έως Β΄ για την κατηγορία ΥΕ."	Positions
665	17.0	"3. Προσόντα διορισμού στον εισαγωγικό βαθμό των 
παραπάνω κλάδων, ορίζονται τα προβλεπόμενα στο π.δ."	Org
666	17.0	2001 (ΦΕΚ39/Α΄/2001), όπως αυτό ισχύει.	Irrelevant
667	17.0	"4. Οι προσωποπαγείς θέσεις, σε όποιο κλάδο αυτές 
αναφέρονται, καταργούνται όταν με οποιοδήποτε τρόπο 
κενωθούν."	Org
668	18.0	"ΔΙΟΙΚΗΤΙΚΟ ΠΡΟΣΩΠΙΚΟ ΜΕ ΣΧΕΣΗ ΕΡΓΑΣΙΑΣ
ΙΔΙΩΤΙΚΟΥ ΔΙΚΑΙΟΥ ΑΟΡΙΣΤΟΥ ΧΡΟΝΟΥ
1. Οι θέσεις προσωπικού ιδιωτικού δικαίου αορίστου 
χρόνου του Εθνικού Κέντρου Δημόσιας Διοίκησης και 
Αυτοδιοίκησης (Κεντρική Υπηρεσία και Περιφερειακά 
Ινστιτούτα Επιμόρφωσ"	Org
669	18.0	ης) ορίζονται ως εξής:	Irrelevant
670	18.0	"α. Ειδικότητα ΠΕ Διοικητικού: Μία (1) προσωποπαγής 
θέση (άρθρ.1 παρ.4 της Δ/Φ22.17/242/οικ.9/9/2005) κοινής 
υπουργικής απόφασης, ΦΕΚ1338/Β/22.9.2005."	Positions
671	18.0	β. ΠΕ Μηχανικών: Μία (1) προσωποπαγής θέση (24 παρ. 5 του ν. 3200/2003).	Positions
672	18.0	γ. ΠΕ Τεχνικής Στήριξης Εκπαιδευτικών Προγραμμάτων: Τρεις (3) τακτικές θέσεις (π.δ. 164/2004 και ν.	Positions
673	18.0	"2005).
δ. ΠΕ Βοηθητικό Προσωπικό Τεχνικής Στήριξης Εκπαιδευτικών Προγραμμάτωνμερικής απασχόλησης: Μία (1) 
τακτική θέση (π.δ. 164/2004 και ν. 3320/2005)."	Positions
674	18.0	ε. ΤΕ Τεχνικής Στήριξης Εκπαιδευτικών Προγραμμάτων: Τρεις (3) τακτικές θέσεις (π.δ. 164/2004 και ν.	Positions
675	18.0	"2005).
 στ. ΤΕ Βοηθητικό Προσωπικό Τεχνικής Στήριξης Εκπαιδευτικών Προγραμμάτωνμερικής απασχόλησης:Τρεις 
(3) τακτικές θέσεις (π.δ. 164/2004 και ν. 3320/2005)."	Positions
676	18.0	ζ. ΔΕ Τεχνικής Στήριξης Εκπαιδευτικών Προγραμμάτων: Δύο (2) τακτικές θέσεις (π.δ. 164/2004 και ν.	Positions
677	18.0	"2005).
η. ΔΕ Βοηθητικό Προσωπικό Τεχνικής Στήριξης Εκπαιδευτικών Προγραμμάτωνμερικής απασχόλησης:"	RespA
678	18.0	Δεκαοκτώ (18) τακτικές θέσεις (π.δ. 164/2004 και ν.	Irrelevant
679	18.0	"2005).
2. Οι θέσεις του διοικητικού προσωπικού με σχέση εργασίας ιδιωτικού δικαίου αορίστου χρόνου ανά Περιφερειακό 
Ινστιτούτο Επιμόρφωσης του Εθνικού Κέντρου Δημόσιας 
Διοίκησης και Αυτοδιοίκησης έχουν ως κατωτέρω:"	Irrelevant
680	18.0	Α. ΠΕΡΙΦΕΡΕΙΑΚΟ ΙΝΣΤΙΤΟΥΤΟ ΕΠΙΜΟΡΦΩΣΗΣ ΘΕΣΣΑΛΟΝΙΚΗΣ.	RespA
681	18.0	α. ΠΕ Μηχανικών: Μία (1) προσωποπαγής θέση (24 παρ. 5 του ν. 3200/2003).	Positions
682	18.0	β. ΤΕ Τεχνικής Στήριξης Εκπαιδευτικών Προγραμμάτων:	Positions
683	18.0	Μία (1) τακτική θέση (π.δ. 164/2004 και ν. 3320/2005).	Irrelevant
684	18.0	γ. ΔΕ Τεχνικής Στήριξης Εκπαιδευτικών Προγραμμάτων:	Org
685	18.0	Μία (1) τακτική θέσεις (π.δ. 164/2004 και ν. 3320/2005).	Irrelevant
686	18.0	"δ. ΔΕ Βοηθητικό Προσωπικό Τεχνικής Στήριξης Εκπαιδευτικών Προγραμμάτωνμερικής απασχόλησης: Μία (1) 
τακτική θέση (π.δ. 164/2004 και ν. 3320/2005)."	Positions
687	18.0	Β. ΠΕΡΙΦΕΡΕΙΑΚΟ ΙΝΣΤΙΤΟΥΤΟ ΕΠΙΜΟΡΦΩΣΗΣ ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ (ΚΟΜΟΤΗΝΗ).	RespA
688	18.0	"ΔΕ Βοηθητικό Προσωπικό Τεχνικής Στήριξης Εκπαιδευτικών Προγραμμάτωνμερικής απασχόλησης: Μία (1) 
τακτική θέση (π.δ. 164/2004 και ν. 3320/2005)."	Positions
689	18.0	Γ. ΠΕΡΙΦΕΡΕΙΑΚΟ ΙΝΣΤΙΤΟΥΤΟ ΕΠΙΜΟΡΦΩΣΗΣ ΣΤΕΡΕΑΣ ΕΛΛΑΔΟΣ (ΛΑΜΙΑ).	RespA
690	18.0	"ΔΕ Βοηθητικό Προσωπικό Τεχνικής Στήριξης Εκπαιδευτικών Προγραμμάτωνμερικής απασχόλησης: Μία (1) 
τακτική θέση (π.δ. 164/2004 και ν. 3320/2005)."	Positions
691	18.0	Δ. ΠΕΡΙΦΕΡΕΙΑΚΟ ΙΝΣΤΙΤΟΥΤΟ ΕΠΙΜΟΡΦΩΣΗΣ ΠΕΛΟΠΟΝΝΗΣΟΥ (ΤΡΙΠΟΛΗ).	RespA
692	18.0	"ΔΕ Βοηθητικό Προσωπικό Τεχνικής Στήριξης Εκπαιδευτικών Προγραμμάτωνμερικής απασχόλησης: Μία (1) 
τακτική θέση (π.δ. 164/2004 και ν. 3320/2005)."	Positions
693	18.0	Ε. ΠΕΡΙΦΕΡΕΙΑΚΟ ΙΝΣΤΙΤΟΥΤΟ ΕΠΙΜΟΡΦΩΣΗΣ ΗΠΕΙΡΟΥ (ΙΩΑΝΝΙΝΑ).	RespA
694	18.0	"ΔΕ Βοηθητικό Προσωπικό Τεχνικής Στήριξης Εκπαιδευτικών Προγραμμάτωνμερικής απασχόλησης: Μία (1) 
τακτική θέση (π.δ. 164/2004 και ν. 3320/2005)."	Positions
695	18.0	ΣΤ. ΠΕΡΙΦΕΡΕΙΑΚΟ ΙΝΣΤΙΤΟΥΤΟ ΕΠΙΜΟΡΦΩΣΗΣ ΙΟΝΙΩΝ ΝΗΣΩΝ (ΚΕΡΚΥΡΑ).	RespA
696	18.0	"ΔΕ Βοηθητικό Προσωπικό Τεχνικής Στήριξης Εκπαιδευτικών Προγραμμάτωνμερικής απασχόλησης: Μία (1) 
τακτική θέση (π.δ. 164/2004 και ν. 3320/2005)."	Positions
697	18.0	"Ζ. ΠΕΡΙΦΕΡΕΙΑΚΟ ΙΝΣΤΙΤΟΥΤΟ ΕΠΙΜΟΡΦΩΣΗΣ ΝΟΤΙΟΥ 
ΑΙΓΑΙΟΥ (ΕΡΜΟΥΠΟΛΗ)."	RespA
698	18.0	"ΔΕ Βοηθητικό Προσωπικό Τεχνικής Στήριξης Εκπαιδευτικών Προγραμμάτωνμερικής απασχόλησης: Μία (1) 
τακτική θέση (π.δ. 164/2004 και ν. 3320/2005)."	Positions
699	18.0	Η. ΠΕΡΙΦΕΡΕΙΑΚΟ ΙΝΣΤΙΤΟΥΤΟ ΕΠΙΜΟΡΦΩΣΗΣ ΒΟΡΕΙΟΥ ΑΙΓΑΙΟΥ (ΜΥΤΙΛΗΝΗ).	RespA
700	18.0	"ΔΕ Βοηθητικό Προσωπικό Τεχνικής Στήριξης Εκπαιδευτικών Προγραμμάτωνμερικής απασχόλησης: Μία (1) 
τακτική θέση (π.δ. 164/2004 και ν. 3320/2005)."	Positions
701	18.0	Θ. ΠΕΡΙΦΕΡΕΙΑΚΟ ΙΝΣΤΙΤΟΥΤΟ ΕΠΙΜΟΡΦΩΣΗΣ ΚΡΗΤΗΣ (ΗΡΑΚΛΕΙΟ).	RespA
702	18.0	Δ. ΠΕΡΙΦΕΡΕΙΑΚΟ ΙΝΣΤΙΤΟΥΤΟ ΕΠΙΜΟΡΦΩΣΗΣ ΠΕΛΟΠΟΝΝΗΣΟΥ (ΤΡΙΠΟΛΗ).	RespA
703	18.0	Υπεύθυνοι Σπουδών και Έρευνας: Τέσσερις (4) θέΕ. ΠΕΡΙΦΕΡΕΙΑΚΟ ΙΝΣΤΙΤΟΥΤΟ ΕΠΙΜΟΡΦΩΣΗΣ ΗΠΕΙΡΟΥ (ΙΩΑΝΝΙΝΑ).	Irrelevant
704	18.0	Υπεύθυνοι Σπουδών και Έρευνας: Τέσσερις (4) θέσεις.	Irrelevant
705	18.0	"σεις.
ΣΤ. ΠΕΡΙΦΕΡΕΙΑΚΟ ΙΝΣΤΙΤΟΥΤΟ ΕΠΙΜΟΡΦΩΣΗΣ ΙΟΝΙΩΝ ΝΗΣΩΝ (ΚΕΡΚΥΡΑ)."	Org
706	18.0	Υπεύθυνοι Σπουδών και Έρευνας: Τρεις (3) θέσεις.	Irrelevant
707	18.0	"Ζ. ΠΕΡΙΦΕΡΕΙΑΚΟ ΙΝΣΤΙΤΟΥΤΟ ΕΠΙΜΟΡΦΩΣΗΣ ΝΟΤΙΟΥ 
ΑΙΓΑΙΟΥ (ΕΡΜΟΥΠΟΛΗ)."	RespA
708	18.0	Υπεύθυνοι Σπουδών και Έρευνας: Τρεις (3) θέσεις.	Irrelevant
709	18.0	Η. ΠΕΡΙΦΕΡΕΙΑΚΟ ΙΝΣΤΙΤΟΥΤΟ ΕΠΙΜΟΡΦΩΣΗΣ ΒΟΡΕΙΟΥ ΑΙΓΑΙΟΥ (ΜΥΤΙΛΗΝΗ).	RespA
710	18.0	Υπεύθυνοι Σπουδών και Έρευνας: Τρεις (3) θέσεις.	Irrelevant
711	18.0	Θ. ΠΕΡΙΦΕΡΕΙΑΚΟ ΙΝΣΤΙΤΟΥΤΟ ΕΠΙΜΟΡΦΩΣΗΣ ΚΡΗΥπεύθυνοι Σπουδών και Έρευνας: Τέσσερις (4) θέ1. Το Ειδικό Επιστημονικό Προσωπικό του Ε.Κ.Δ.Δ.Α.	RespA
712	18.0	"Ι. ΠΕΡΙΦΕΡΕΙΑΚΟ ΙΝΣΤΙΤΟΥΤΟ ΕΠΙΜΟΡΦΩΣΗΣ ΘΕΣΔΕ Βοηθητικό Προσωπικό Τεχνικής Στήριξης Εκπαιδευτικών Προγραμμάτωνμερικής απασχόλησης: Μία (1) 
τακτική θέση (π.δ. 164/2004 και ν. 3320/2005)."	RespA
713	18.0	Ι. ΠΕΡΙΦΕΡΕΙΑΚΟ ΙΝΣΤΙΤΟΥΤΟ ΕΠΙΜΟΡΦΩΣΗΣ ΘΕΣΣΑΛΙΑΣ (ΛΑΡΙΣΑ).	RespA
714	18.0	"ΔΕ Βοηθητικό Προσωπικό Τεχνικής Στήριξης Εκπαιδευτικών Προγραμμάτωνμερικής απασχόλησης: Μία (1) 
τακτική θέση (π.δ. 164/2004 και ν. 3320/2005)."	Positions
715	18.0	ΙΑ. ΠΕΡΙΦΕΡΕΙΑΚΟ ΙΝΣΤΙΤΟΥΤΟ ΕΠΙΜΟΡΦΩΣΗΣ ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ (ΚΟΖΑΝΗ).	RespA
716	18.0	"ΔΕ Βοηθητικό Προσωπικό Τεχνικής Στήριξης Εκπαιδευτικών Προγραμμάτωνμερικής απασχόλησης: Μία (1) 
τακτική θέση (π.δ. 164/2004 και ν. 3320/2005)."	Positions
717	18.0	ΙΒ. ΠΕΡΙΦΕΡΕΙΑΚΟ ΙΝΣΤΙΤΟΥΤΟ ΕΠΙΜΟΡΦΩΣΗΣ ΔΥΤΙΚΗΣ ΕΛΛΑΔΟΣ (ΠΑΤΡΑ).	RespA
718	18.0	"ΔΕ Βοηθητικό Προσωπικό Τεχνικής Στήριξης Εκπαιδευτικών Προγραμμάτωνμερικής απασχόλησης: Μία (1) 
τακτική θέση (π.δ. 164/2004 και ν. 3320/2005)."	Positions
719	19.0	"ΕΙΔΙΚΟ ΕΠΙΣΤΗΜΟΝΙΚΟ ΠΡΟΣΩΠΙΚΟ
διακρίνεται:"	Positions
720	19.0	α. Στους Υπευθύνους Σπουδών και Έρευνας,	Org
721	19.0	β. Στο Νομικό Σύμβουλο.	Org
722	19.0	"2. Τα προσόντα των Υπεύθυνων Σπουδών και Έρευνας προβλέπονται στις διατάξεις του άρθρου 12 του 
π.δ. 57/2007, χωρίς υποχρεωτική περαιτέρω εξειδίκευση 
ειδικοτήτων."	Org
723	19.0	"3. Το σύνολο των θέσεων του Ειδικού Επιστημονικού 
Προσωπικού είναι ενενήντα εννέα (99) θέσεις με την 
ακόλουθη ανάλυση:"	Org
724	19.0	"α) Υπεύθυνοι Σπουδών και Έρευνας: ενενήντα οκτώ 
(98) θέσεις εκ των οποίων:"	Irrelevant
725	19.0	α. Εβδομήντα μία (71) τακτικές θέσεις (με απόσπαση σύμφωνα με το άρθρο 12, παρ.2 εδάφιο 3 του π.δ.	Org
726	19.0	2007) με εργασιακή σχέση μονίμου υπαλλήλου.	RespA
727	19.0	β. Έξι (6) προσωποπαγείς θέσεις (από μετάταξη, σύμφωνα με το άρθρο 24 παρ.5 του ν. 3200/2003), με εργασιακή σχέση μονίμου υπαλλήλου.	Org
728	19.0	ΠΡΟΣΩΠΙΚΟ ΙΔΙΩΤΙΚΟΥ ΔΙΚΑΙΟΥ.	Irrelevant
729	19.0	"γ. Ένδεκα (11) τακτικές θέσεις με εργασιακή σχέση 
ιδιωτικού δικαίου ορισμένου χρόνου."	Org
730	19.0	"δ. Πέντε (5) τακτικές θέσεις με εργασιακή σχέση αορίστου χρόνου (από μετατροπή σύμβασης σύμφωνα με 
το άρθρο 25 του ν. 1735/1987)."	Org
731	19.0	"ε. Πέντε (5) προσωποπαγείς θέσεις με εργασιακή σχέση αορίστου χρόνου (από μετάταξη σύμφωνα με το 
άρθρο 24 παρ.5 του ν. 3200/2003)."	Org
732	19.0	β) Νομικός Σύμβουλος: μία (1) τακτική θέση.	Irrelevant
733	19.0	4. Οι θέσεις του ειδικού επιστημονικού προσωπικού ανά Περιφερειακό Ινστιτούτο Επιμόρφωσης του Εθνικού Κέντρου Δημόσιας Διοίκησης και Αυτοδιοίκησης έχουν ως κατωτέρω:	Org
734	19.0	Α. ΠΕΡΙΦΕΡΕΙΑΚΟ ΙΝΣΤΙΤΟΥΤΟ ΕΠΙΜΟΡΦΩΣΗΣ ΘΕΣΣΑΛΟΝΙΚΗΣ.	RespA
735	19.0	Υπεύθυνοι Σπουδών και Έρευνας: Έξη (6) θέσεις.	Irrelevant
736	19.0	Β. ΠΕΡΙΦΕΡΕΙΑΚΟ ΙΝΣΤΙΤΟΥΤΟ ΕΠΙΜΟΡΦΩΣΗΣ ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ (ΚΟΜΟΤΗΝΗ).	RespA
737	19.0	Υπεύθυνοι Σπουδών και Έρευνας: Τρεις (3) θέσεις.	Irrelevant
738	19.0	Γ. ΠΕΡΙΦΕΡΕΙΑΚΟ ΙΝΣΤΙΤΟΥΤΟ ΕΠΙΜΟΡΦΩΣΗΣ ΣΤΕΡΕΑΣ ΕΛΛΑΔΟΣ (ΛΑΜΙΑ).	RespA
739	19.0	Υπεύθυνοι Σπουδών και Έρευνας: Τέσσερις (4) θέσεις.	Irrelevant
740	19.0	ΤΗΣ (ΗΡΑΚΛΕΙΟ).	Irrelevant
741	19.0	"σεις.
ΣΑΛΙΑΣ (ΛΑΡΙΣΑ)."	Org
742	19.0	Υπεύθυνοι Σπουδών και Έρευνας: Πέντε (5) θέσεις.	Irrelevant
743	19.0	ΙΑ. ΠΕΡΙΦΕΡΕΙΑΚΟ ΙΝΣΤΙΤΟΥΤΟ ΕΠΙΜΟΡΦΩΣΗΣ ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ (ΚΟΖΑΝΗ).	RespA
744	19.0	Υπεύθυνοι Σπουδών και Έρευνας: Τρεις (3) θέσεις.	Irrelevant
745	19.0	ΙΒ. ΠΕΡΙΦΕΡΕΙΑΚΟ ΙΝΣΤΙΤΟΥΤΟ ΕΠΙΜΟΡΦΩΣΗΣ ΔΥΤΙΚΗΣ ΕΛΛΑΔΟΣ (ΠΑΤΡΑ).	RespA
746	19.0	Υπεύθυνοι Σπουδών και Έρευνας: Πέντε (5) θέσεις.	Irrelevant
747	20.0	"ΔΙΚΗΓΟΡΟΣ ΜΕ ΕΜΜΙΣΘΗ ΕΝΤΟΛΗ
Δικηγόρος με έμμισθη εντολή: μία (1) τακτική θέση."	Irrelevant
